date,product_id,base_price,price,competitor_price,discount_pct,seasonality,demand,revenue,true_elasticity
2023-01-01,P1,124.94481426168349,124.94481426168349,117.75428032431248,0.0,0.9249903641091327,50,6247.240713084175,-1.153923631610765
2023-01-02,P1,124.94481426168349,124.94481426168349,121.19488397111631,0.0,1.0068843223245492,58,7246.799227177642,-1.153923631610765
2023-01-03,P1,124.94481426168349,124.94481426168349,121.18580821643204,0.0,1.089314239310447,68,8496.247369794477,-1.153923631610765
2023-01-04,P1,124.94481426168349,99.95585140934679,121.61098172783004,0.2,1.112594824704955,99,9895.629289525332,-1.153923631610765
2023-01-05,P1,124.94481426168349,124.94481426168349,130.08345032491476,0.0,1.0613273082254189,49,6122.295898822491,-1.153923631610765
2023-01-06,P1,124.94481426168349,124.94481426168349,142.30160460856263,0.0,0.9763372825777741,58,7246.799227177642,-1.153923631610765
2023-01-07,P1,124.94481426168349,124.94481426168349,129.55819274548287,0.0,0.9242049341968644,49,6122.295898822491,-1.153923631610765
2023-01-08,P1,124.94481426168349,124.94481426168349,118.64081522476009,0.0,0.947126028857596,42,5247.682198990707,-1.153923631610765
2023-01-09,P1,124.94481426168349,124.94481426168349,122.06709297771845,0.0,1.0308617641328561,60,7496.68885570101,-1.153923631610765
2023-01-10,P1,124.94481426168349,112.45033283551514,117.88198187560566,0.1,1.1151202245401388,77,8658.675628334666,-1.153923631610765
2023-01-11,P1,124.94481426168349,124.94481426168349,120.71591958178972,0.0,1.1388082826517179,64,7996.468112747743,-1.153923631610765
2023-01-12,P1,124.94481426168349,118.69757354859931,128.58147548482913,0.05,1.0861891040317362,71,8427.527721950551,-1.153923631610765
2023-01-13,P1,124.94481426168349,112.45033283551514,119.70202038347335,0.1,0.9990701659720198,66,7421.721967143999,-1.153923631610765
2023-01-14,P1,124.94481426168349,124.94481426168349,115.52301762965064,0.0,0.9455879871538707,55,6871.964784392592,-1.153923631610765
2023-01-15,P1,124.94481426168349,118.69757354859931,118.0332733697641,0.05,0.9688946458709589,51,6053.5762509785645,-1.153923631610765
2023-01-16,P1,124.94481426168349,124.94481426168349,130.159982191796,0.0,1.0543916315068211,57,7121.854412915959,-1.153923631610765
2023-01-17,P1,124.94481426168349,112.45033283551514,127.204041560679,0.1,1.1403905277862254,73,8208.874296992606,-1.153923631610765
2023-01-18,P1,124.94481426168349,124.94481426168349,134.28715201003774,0.0,1.164422560408122,63,7871.5232984860595,-1.153923631610765
2023-01-19,P1,124.94481426168349,124.94481426168349,108.5786359895111,0.0,1.110430179891831,63,7871.5232984860595,-1.153923631610765
2023-01-20,P1,124.94481426168349,124.94481426168349,116.08153863506443,0.0,1.0211872920527931,59,7371.744041439326,-1.153923631610765
2023-01-21,P1,124.94481426168349,124.94481426168349,123.57247110046492,0.0,0.9663462587494526,53,6622.075155869225,-1.153923631610765
2023-01-22,P1,124.94481426168349,124.94481426168349,120.01412749750108,0.0,0.989980514581871,56,6996.909598654275,-1.153923631610765
2023-01-23,P1,124.94481426168349,99.95585140934679,119.89396010942106,0.2,1.0771326812487214,91,9095.982478250558,-1.153923631610765
2023-01-24,P1,124.94481426168349,112.45033283551514,128.07748269389336,0.1,1.164758665083878,89,10008.079622360847,-1.153923631610765
2023-01-25,P1,124.94481426168349,112.45033283551514,121.63527474853828,0.1,1.1890661855000546,86,9670.728623854302,-1.153923631610765
2023-01-26,P1,124.94481426168349,112.45033283551514,133.51516723513416,0.1,1.133698978267734,79,8883.576294005696,-1.153923631610765
2023-01-27,P1,124.94481426168349,124.94481426168349,120.55891959086618,0.0,1.0423679059807958,53,6622.075155869225,-1.153923631610765
2023-01-28,P1,124.94481426168349,112.45033283551514,132.9021347910434,0.1,0.9861787010063351,66,7421.721967143999,-1.153923631610765
2023-01-29,P1,124.94481426168349,124.94481426168349,124.97675925620486,0.0,1.010077836017848,52,6497.130341607542,-1.153923631610765
2023-01-30,P1,124.94481426168349,124.94481426168349,122.4739277826765,0.0,1.0987551100319954,56,6996.909598654275,-1.153923631610765
2023-01-31,P1,124.94481426168349,124.94481426168349,123.93722359732485,0.0,1.1878712361796298,65,8121.412927009427,-1.153923631610765
2023-02-01,P1,124.94481426168349,99.95585140934679,119.05331137307559,0.2,1.212381762397138,123,12294.569723349656,-1.153923631610765
2023-02-02,P1,124.94481426168349,124.94481426168349,112.95778860637331,0.0,1.155658042129248,61,7621.633669962693,-1.153923631610765
2023-02-03,P1,124.94481426168349,124.94481426168349,125.5842048709976,0.0,1.0623048347358133,53,6622.075155869225,-1.153923631610765
2023-02-04,P1,124.94481426168349,124.94481426168349,123.7430890108947,0.0,1.0047976928382278,54,6747.019970130908,-1.153923631610765
